category,rating,label,text_
Smartdevices,1,OR,  The band is too small to be able to read anything  What a waste of money  All bands in this category are basically useless since they are so tiny  that you can barely read anything  Would recommend ONLY if the user is okay with having an absolutely tiny screen 
Smartdevices,4,OR,  Overall band is not so appealing as was expected Accuracy   step count algorithm should be better incase you drive via car wearing band it counts your steps  which should not be Battery life   I found it     days max  Which is again not compelling as per features rolled outOverall MI disappointed this time
Smartdevices,1,OR,  When i am purchasing this watch i felt it is very help full to my daily life but once i getting a  issue the mi service center and my solution technician saying there is no service for watch we can only replace it one second if there is have any broken is there they do not give service also because it is failure model of mi family they do not know how to fix the issues they know only one thing replace only  i am really sorry i can not expect this type of answers from mi very very bad service 
Smartdevices,5,OR,  This is my first smartwatch fitness band that I have ever worn and for    k  in its price range  is one of the best you can get undoubtedly Display is aesthetically pleasing  Crisp and lovely to look at  There are many watch faces apps on play store that let us you customize the display of the watch  it is satisfying to look at It has many options concerning activities both indoor and outdoor  The band makes it much easier in tracking your fitness to the greatest length Step counter is pretty accurate unlike the other reviews  I have counted my steps on many occasions from one point to another and looked at the watch just to find out it is the same number  The heart Bpm  well it seems to be on point as well as sudden spike in heart Bpm is shown like when you are walking a lil briskly or other activites Apart from that   weather  calories burned counter  notifications  sleep tracking  stress level meter and all of that seems to be working fine there is a lift sensor where the watch display gets turned on when you turn the watch towards you  it is great The watch vibrates when you are receiving a call but you can only decline the call  you can not answer it  You can skip next or previous to the music plus the volume control which I find easy while riding the bike or taking a walk Also completely waterproof but showering with it makes you look dumb lolThe charge stays on for a long time  full charge gives you a week The charger is magnetic and it is easy to plug in without much confusion Cons Could have been full display head to toe  but that is asking for too much and would have been lovelyThe feature to answer calls should have been includedThe mi fit app could be more refined and user friendly even though it is still great
Smartdevices,4,OR,  After using it for    days here is my review   Battery life   days max   Heart rate sensor  works well most of the time   So many customization options available in Mifit app and other feature like incoming call alter Cons   Battery life is   days  Xiomi should send OTA update to improve it  Its     of what Xiomi is claiming   No dark mode
Smartdevices,5,CG,  Your browser does not support HTML  video   Overall I would say it is the best product which I got for        it is worthy I would totally recommend and it has amazing features
Smartdevices,4,OR,  writting the review after       month uses   Band is good  but its better to go for a smartwatch   the display is too short   sometimes it irritate me alot   mobile app after the update sucks    band display easily attract dust n scratch     tracking is fine    no prblm regarding the  functions    battery goes upto   to   days depends on your daily uses
Smartdevices,4,OR,  Has good build quality  reasonable brightness  has very good app view  MI devices has improved with the competition  has introduced multiple workouts and improved Heart rate sensors and other multiple options  Spo  option is missing which is available in honor  band 
Smartdevices,1,CG,  Sleep and naps tracking is highly inaccurate  Sleep time range is wrong always and all sleep related data seems wrong like deep sleep  awake time etc  Also  Naps tracking rarely works during daytime  MI please fix these issues by software update 
Smartdevices,4,OR,  it is been a while since I used fitness trackers  and mi  has exceeded my expectations that I decided to get one for my better half as well  Sleep monitoring is a welcome addition  and gives us insight into deep sleep  REM sleep  and light sleep  Pretty accurate if you ask me Ability to customize watch faces as much as you want make it a good choice  Accuracy is good  I would say     steps missed every     steps  But overall a good device in the price range
Smartdevices,5,CG,    Excellent for showoff   Good for exercise tracking   You can easily fool the step tracker by waving your hand   Heart rate monitor is     accurate as you compare it with oxy meter   Battery only last for   hrs so do not wear it if you want to go in a bear grylls like adventure 
Smartdevices,3,OR,  Poor accuracy on number of steps and distance on walk mode  For same distance I found it be giving remarkably different readings  Not reliable for that purpose  However it can work as wrist watch and sync with phone to alert you for incoming call which is useful when mobile is inside purse  useful for ladies 
Smartdevices,5,OR,  I have always been skeptical about fitness bands n I still am as I think fitness bands are not that important but the pricing of this fitness band makes it a quite lucrative choice What I have liked so far    Fairly accurate step counting  I did counting in my mind while walking n then checked on band n the steps the band counted was most of the times accurate which is very impressive considering its price    A lot of workout modes    Menstrual cycle calculator  hence this band can be a very god choice for women as well    Battery life appears to be quite good too but will update after exhausting the current battery life 
Smartdevices,4,OR,  Overall good  Feels a bit inaccurate in terms of heart rate monitoring Few points to clear    For some workouts like walking  cycling the band will not work unless you have phone with yourself for distance and location tracking  So if want to track that with only band in the morning  evening walk without phone  you can not do it    Battery does not last for   weeks  Its just when you keep heart and sleep monitor off    Ofcourse we will mostly keep heart rate and sleep monitor on always for better results and better tracking  due to which the battery lasts for     days only  from day one      to day          does not have unlimited watch faces exactly  It has limited watch faces  Other than that  its just that you can add any photo in background  from your gallery  but front section remains same  time  date  battery status  step count     Does not have heart rate widget on other watch faces 
Smartdevices,4,CG,  Battery life is on an average of     days for moderate usage  SPo  functionality is not available  steps counting is accurate  heart rate sometimes does not count 
Smartdevices,4,OR,  Intresting productPlus points  battery is very good  Accuracy is good it is having some memory to store data if it is not connected with phone   it can store multiple days data and later you can connect to phone than it will move all data from watch to phone    if you are going to use it just for watching time than definitely the battery will go for more than a month approximate     days  
Smartdevices,5,OR,  Your browser does not support HTML  video   I have been using a Mi Band   And Honor band   already  So this is like an upgrade for me  Here is my review based on first few days usage  Will update the review again after a months usage to include other things like battery backup            Pros             New AMOLED display is so beautiful and fairly bright for out door  New music controls  Volume  Track  Play pause  works really well  but with a small delay  Custom wallpapers is the best feature i found  at first sight the menus and UI looked like my old Band    But after setting custom wallpaper the whole band is in new level now    m waterproof just like Band    I have taken my Band   under all worst conditions and never observed even fogging  Hope Band   also acts rugged      day battery is a good figure  will test and update the review after sometime  Now you can easy turn on off alarm with band   it was not feature in band     Weather for current location changes as you move   shows location name as well on screen           More pros   Compared to MI Band    All for little more money               Larger AMOLED Display      in Band           in Band           Band     Can turn ON and OFF existing alarms directly from band Something i really wish i had on my Band     Tempered glass top  New sensors    axis accelerometer     axis gyroscope   Well  i am not sure what its for  Sharper and much brighter display  Larger battery      mAH Band          mAH  Band     Screen guards can be applied due to broader face  Charging time is less than Band    takes less than   hours           Cons             UI could have been better  on such a beautiful screen  the current themes look bad  Weather could have been added to home screen  Band   has it  Could have added a switch to turn on high brightness for outdoor usage  because if you set brightness to   full  always it is really bright for indoors  but ideal for outdoors   The step counter is too inaccurate  Like any other brands this band also counts too many false steps  By the time i reach office in my car it shows me     KM or more  but actual walk is less than     KM  So better forget this feature           Other Features             Lift hand to turn on display  Sleep monitor  Call and Message Notifications  MI App comes with lot of features compared to other brands  Find my device is very usefulWhether you should buy it  Yes  yes  yes  Go for it  Even if you are not a fitness freak  this band is quite useful for Call  SMS and Calendar notifications  Especially while driving  you do not need to pickup the phone to cancel or mute the call  And you can not ask for anything more for what you pay Other alternativesIf you are ready to she will out more  you can checkout Amazfit Bip or Amazfit Verge lite models And as usual  Amazon delivered my Band superfast  in two days 
Smartdevices,1,OR,  Your browser does not support HTML  video   I got this products not just a few days ago Seems like a complete waste of money   The workout modes do not sense the finger  Even tho you clean it   It hung screen freeze for hours yesterday Step counter is grossly inaccurate    By more then      steps   If you walk from ur bedroom to the loo uit counts     steps   The okay tick does not catch no matter how many times you press   Useless product does not have refund just a replacement hope that is not the same  Very disappointed 
Smartdevices,5,OR,  I purchased it in October  it is amazingly working  I faced no issue till now  There are plenty of wallpapers which you can select according to your mood  I do not know how accurate the heart rate stress monitor is  but I realized I am turning a bit bad due to my laziness  But now I can keep track of everything and this can be a must add on to anyone s lifestyle  If you are looking for a good Fitbit then I would say you to go for this with a blind fold  I hoped for more features on this price mark but I feel it is worth buying 
Smartdevices,4,OR,  Pros  It has a very good battery   Quick charging  Value for money  Nice watch faces but not too good  More activity tracking  Now it has magnetic charger which make it easy to charge than the previous model  Now it has stress monitor but not too accurate  It has new feature of breath control that will tell you how to breath properly for given time but it is not as usable Cons  if you use PAI than it will will reduce the battery life even reduce half   music and camera controls are not too nice it was just added to make it more advertisable else they are use less   the biggest problem with mi bands are their straps are one removed the it is very hard to put in proper position and in mi band   it become more hard as it has little bit hard strap   design is not good and people would not notice as it look little bit similar to mi band     the heart rate  step monitor and stress monitor are not accurate   it came at the same price of one plus fitness band but has not spo  tracker as well less less function This my review and opinion on this watch hope you will get a better glance to buy it or not If you are satisfied with my review let me know by Hitting the like Thank you
Smartdevices,5,OR,  The product is good and reliable at this price point It servers the purpose  the sleep tracking is fine it gives an overall clarity on individuals seepling patern  The mobile app works perftly  The accuracy i e  pedometer is not completely as per actuals but while waking once the same is activated it counts the steps properly  It very comfortable wearing the band  battery life is good the magnetic charging is best 
Smartdevices,4,OR,  It is budget friendly premium gadget  I love this band   good product from Mi  Tracks    Sports Mode with good accuracy  tracks your steps   running  yoga  stress  PAI UI is also very easy  with an amoled display  and  ATM  water resistant for swimming tracking   one of the premium feature  No other company gives such a premium product in the price tag of Rs        even you can get a discount of Rs      with Amazon Pay Later payment mode  I would like to recommend this to all budget friendly people 
Smartdevices,3,OR,  I bought the watch for running but it was a bad choice  The watch is highly inaccurate in distance calculation  Whereas my phone recorded a run of  kms  the watch had only recorded a distance of    kms  As I ran further  the difference between the distance calculated by my phone and my watch increased  The main reason the watch is so inaccurate in distance calculation is because it lacks a GPS  which one cannot expect in a smart watch at this price range although This apart  the heart rate calculation is good and reliable  The MI Fit app  which is to be downloaded on your phone  is a great app with space for customization of your watch  There are also third party apps on the Google Play Store and the Apple App Store which can give you a whole lot of other options to customize and use this watch to its maximum potential  such as having Google Maps  technically  run on the watch I am not happy about the inaccuracy of the watch but at this price range  when I can even use the watch to take a photo from my phone s camera and answer calls  there is not much else to complain about 
Smartdevices,1,OR,  Batterybackup is not as expected    I hardly get around   days with full charge and that too turning off all the functions  And even when the battery percentage drops to     it rapidly drains after that  Maybe within    minutes it shuts down  And this issue is there from day one 
Smartdevices,3,OR,  Reviewing the product after a month  The battery lasts for atleast   weeks  But if I try to switch on Regular heartbeat monitoring  PAI  or sleep assistant mode it warns me about reduced battery life  The app warns onCharging is super quick  the length of the charger wire is small so suitable to charge with laptop I have not given full stars on accuracy as the band adds up step count when my arms move rapidly in any activity  Upon syncing  my iPhone health app however does not take the bands step count on face value so satisfied with the products use  I found the sleep tracking to be quite up to the mark  Gives details of light and deep sleep modes The yoga workout mode is not accurate at all  Unless I pause it  the band seems to keep calculating calories lost based on time This might not be common to all user but I have an itching sensation if the band is slightly tight for a long duration  as is needed for workout modes or measuring heart rates 
Smartdevices,5,OR,  Pros Battery life   I get a battery life of    days with all features at it is maximum  continuous heart rate tracking  sleep tracking always on Display is crisp and clearThe default themes are good enough for me and they also save battery as they are BlackCharging mechanism has been made so much better and easier  I do not think it is stressed enough in other reviews  Saves the strap from a load of wear and tearSteps tracking is up there with the best like apple watch  you can watch YouTube videos Sleep tracking is pretty good  Once a while it might show something off but mostly it is accurate Easy pairing with device and no unwanted disconnections it is priced very well Cons Notification customisation on iOS devices is not that great Find my phone feature does not work on iOSI personally do not mind the above   cons and hence the   star rating  Otherwise it would have been a  
Smartdevices,5,OR,  The first product I received was faulty but after replacing it  the perfoence is fine  After   days of use I can say that the accuracy of the trackings are quite accurte  But the stress monitor oi pai  I do not find any good result  Overall its a good quality band but from budgetperspective its quite same as the band    Only diff  is magnetic charger 
Smartdevices,2,CG,  For some reason  the device does not track sleep activity before midnight  If I sleep from    pm to   am  the device only recognizes sleep activity from midnight to   am     pm to midnight does not register  Therefore  one of the main purposes behind my purchasing the device has been thwarted  Disappointed 
Smartdevices,5,OR,  I am actually downgrading myself from Gear S  to this one  Except for the size and style  everything else works great  except HR   Sleep and sedentary tracking actually works great  I love it  And the wrist band is an added convenience when compared to S   You can wear this       Only major con for me is that It does tend to show heart rate even when it is not worn  Slightly lesser inconvenience could be the app s interface  When compared with Samsung its not so user friendly   
Smartdevices,4,OR,  I have used this Band for almost   months now  here is my review  Pro s      Display  It has      colorful Amoled touchscreen display  bright enough for outdoors and sunny days    Battery Life and charging  The battery life lasted me       days on single charge  I was not using sleep tracking but Automatic heart rate reading was on  A full charge from   took only an hour  it comes with magnetic proprietary charge cable  Note  I have used   watt fast charger    Supported Apps  Watchfaces  The One thing that may stand out for this band is that it can be used with other applications such as Google Fit  Notify for Mi Band etc  There are many Watchfaces in the app and you can create your own too  but there are only few that I liked and the customisation is limited  but as it supports  rd party Watchfaces it would be useful    The Build Quality  For the price the build is okay  it is entirely made up of plastic  polycarbonate material flexible plastic     Waterproof  The watch is waterproof upto   m    Bands  Outershell   The bands are replaceable and available Cons    Accuracy  The accuracy was hit and miss for me  the heart rate was usually        off  Even Sleep Tracking was not that accurate only measures the basic information not the deep data  Same goes with step count    The Mi Fit App  I do not like the Mi Fit app  the design layout does not impressed me at all  it is not mature like other Mi apps    The Fitness Data  The fitness data is not super helpful as it is not that detailed in the Mi Fit App  If you are buying it for only fitness purpose only go with Honor Band      The build quality is okay  but it feels a little thick from sides    Still not enough good Watchfaces available right now    The Stress Monitoring feature worked only   out of    times Conclusion  I am neither impressed nor disliking it but I feel if a person buying a fitness band it should have deep fitness data which this band lacks offering  So go with Honor Band    which is more smoother in operating and     bucks cheaper than this 
Smartdevices,4,OR,  I have been using it since last    days with medium to heavy usage  and still the battery is around     with a single charge  So good battery life   And sleep monitoring also works  well  The band is also feels free on hand  The activity tracker is fine  Smooth Amoled touch  heart monitoring and stress monitor works well  Weather info needs synchronization by conneting with the app again and again Apart from that remote capture music control notification access and call monitoring are other features Also there is a lot in activity tracking ranging from outdoor to indoor activites Band material is kind of good  as does not feel sweaty while continous wearing for long hours too Magnetic and hasslefree charging is another edge over other bands within the same range 
Smartdevices,1,CG,  Highly inaccurate steps tracking  it is based on hand movement and not steps  I walked everywhere without moving my hand and still the steps were zero  And lying on bed I rapidly moved my hand so it counted steps  I mean MI band   was more accurate than this piece of crap
Smartdevices,5,OR,  Sleep tracking is not that great as at time when I do not wear and sleep it still shows data so you can not really trust it is accuracy and stuff also if you want acurate sleep data then a lot of battery  is drained which is iritating and in long run not good for band and also from my personal experience I can say that wearing it and sleeping is very uncomfortableMobile  App is great     Actually the best in this rangeRest it is great when you are active awake great stuffValue for money 
Smartdevices,5,OR,  I like the accuracy  initially I thought the readings are wrong like the heart rate or stressBut when it gives you the average daily or weekly data then you realize the accuracyAlso the battery is very long lifeI guess it is been more than    days I have not recharged it for the second timeI just hope it continues to perform wellOf course that app download was fussy  but when got a clear understanding and hold now I can control and take maximum out of the Mi band
Smartdevices,2,OR,  Pic     Outdoor cycling   The path shown in the image is actually the opposite to the direction in  which I performed the activity  Distance shown is lesser than actual distance covered  Even more  it actually started tracking distance after I would already covered    kms   I already synced with Mi Fit App  Switched my GPS on  and locked the application  Pic     After waking up  going to cycling directly and coming back  it should have been maximum     steps  But it shows       Also  just after waking up it shows some      steps   lol I am really disappointed with the product  even though it as some good pros like  amazing battery life  after like     days it is on     charge   sleep tracking  the only thing which is nearly accurate   good touch sensitivity and display  mi fit app is OK  water resistanceOther cons    inaccurate heart rate  inaccurate stress monitoringThe main selling point of any  smart  band watch is the fitness features it provides  I do not want a good battery life or screen but provide me accurate informations  Inaccurate gps tracking  calorie tracking  steps tracking  heart rate tracking is enough for me to give it     
Smartdevices,3,OR,  it shows wrong data most of the time   During workouts when you use free training  It shows the wrong heartbeat sometimes  while you actually can feel that the heartbeat is more than that   same thing with outdoor running  it shows wrong data    Heart rate tracking is way off Sleep tracking is not so good   sometimes you are lying around and it shows you are sleeping   Battery life is good  I have kept everything on like auto detect    hr heart rate  and sleep monitoring  and all it gives me around   to    days battery life I think if you are a runner you should get it    But I would say get a better one  it is just a mediocre thing    Spend a little more and get a better one    Also no spo  monitor also    it is a gimmicky watch    Still can not understand why pai goes low every day and does not track that either properly    Every day I workout around    to   hrs high intensity and I feel it does not track properly     can not wear it during combat training like boxing  martial arts  etc    So not worth that    If you want to see only calorie burns during a workout there is a  separate band for that  go for that     I have been using more than a month    Not worth it  save money get a better one   
Smartdevices,5,OR,  A perfect smart watch with all the features you need  it is just slightly bigger than the preceders  you will not even figure it out unless kept next to each other and fits perfectly on your wrist without looking odd or big 
Smartdevices,3,OR,  I am really happy with the product and its features You can wear it and not have to worry about opening an app for counting steps  running time  etc  Battery life and charging time is good too  even with PAI detector constantly on Would have given it   starts if the body had not broken so easily  I have not used for even a month and it broke without any rugged use  I was not expecting and very displeased with this quality of the hardware Everything else is great P s  the order came with a black strap  The pick one in the picture was bought separately 
Smartdevices,4,OR,  First of all I am glad that I could made it on  st Oct in the lightning deal  The package was delivered in   days to me  The Mi Band   is loaded with all new features and had great battery life The features I liked the most are   Amoled Display   Accuracy  which needed to be improved further    Water resistant   PAI   New Modes   Lightweight   Improved Heart Sensor   Personalisation with Notify AppCons     The Packaging was poor   can not be turn off   Sometimes it auto senses the heart rate even if you are not wearing the band   Pedometer accuracy to be improved further I had deducted a star due to Amazon s poor delivery and when I unboxed the band it was fully discharged  May be because of packaging of amazon which has tempered the box when it delivered to me Although after using it I was satisfied  do not think go ahead for purchase because it is value for money product 
Smartdevices,5,CG,  I been using Band   and   and it was another upgrade Serves good so far  Brightness is great for day light  battery life much better than its honor competition  Monthly cycle for females is a software edition but serves the purpose well Wish it had SPO  sensor as well
Smartdevices,1,OR,     Step counting displays double the actual number of steps one has taken   Even when one has removed the band  the heart rate sensor continues to show    bpm heart rate    do not trust reviews on Amazon  Looks like the manufacturer has paid their way to a   star rating  I trusted them and wasted my money 
Smartdevices,5,OR,  Your browser does not support HTML  video   it is simple easy to use and tracks almost everything as described  But in my personal opinion the cost should not more than  K for this  But very effective  Sleep tracking is fine  MiFit app works better   And pretty accurate in my case 
Smartdevices,3,CG,  Was sent a used MI band   packed in MI band   box which was really surprising but the return and replacement process was smooth The replacement was nice and happy with the product  Screen quality and features sets are excellent  Battery life is good even with heavy usage  MI app needs a little time getting used to  The band is pretty comfortable to wear all day long
Smartdevices,4,OR,  good product at this price rangeCharging last for     daysSleep tracking z goodHeart rate monitor also working fineBut when comes to step counting not soo accurateRest all fine
Smartdevices,3,CG,  I slept say   pm to    pm and it records only   pm to   pm  Most day time sleep gets cut off as short naps of maximum   to   hrs  The whole purpose to buy this watch was defeated for me as I own AmazeFitBip already  do not understand y the sleep tracking needs to force a person to sleep at night
Smartdevices,4,CG,  The incoming calls notification does not always work  it is bothersome while traveling  do not know whether it is application issue or the band s  Please do fix it    FYI I have checked all the possible setting and configuration to rule out problem from my side 
Smartdevices,4,OR,  All the important features have been covered earlier  so I will point out my observations after a month s usage    The sleep tracker is pretty decent and does the job well    The step counter is not that accurate and paired with the workout modes on the Mi app  seems to underestimate the steps taken by me on runs jogs  I have cross checked with another fitness band as well as   other apps    It has a great battery life as promised and can comfortably last       days depending on the number of features enabled on the watch   The heart rate monitor may have some error margin so do not expect perfect results  An expensive fitness tracker will give you more accurate readings  but at this price you cannot complaint much about it Overall  a recommended buy 
Smartdevices,4,OR,  The band is really good  Fits really well and never felt discomfort wearing it for long time  It tracks the sleep well  but cannot say the same regarding heart rate and calories  The heart rate monitor is set to be active all the time  but it shows very inaccurate sometimes  To get accurate heart rate i need to manually check it 
Smartdevices,4,OR,  This is my first smartwatch so nothing to compare against  But still it is very useful in tracking steps and calorie burnt accurately  Sleep tracker is okay and mostly correct but sometimes it might show you re asleep if you have been watching some late night show without much movement 
Smartdevices,5,CG,  Loving the product  major upgrade    As you can see my PAI level its      let me say this is the most accurate step tracking and heart rate even the sleep monitoring tbh do not know about the sleep tracking but best for steps and outdoor activities was using apple watch series   and now mi band   tbh loving it 
Smartdevices,4,OR,  I am an iPhone user from last   years and I have not used any android devices  I wanted to try mi band so I choose mi   My review after using for   weeks Sleep tracking  Brilliant tracking by using heart beat and blood flow  Manages to show deep sleep and Normal sleep Mobile app  I only have few features because I use iOS  Still better Workout  I brought mi only to track my workout progress  It has various features such as walking  running  treadmill etc  It has more accuracy rate than any other bands  But they have to work more in freestyle workout  It shows how many calories are burnt and breathing rate Notifications  very simple yet so convenient  But should have an option to lift the call and very good if we can reply with custom messages Nice censors  But no speakers in watch  Should be good if it rings or having a sound notification feature will add some good engagement value Also you have to connect with your Bluetooth all the time  And the distance will be not more than   m  If mi somehow manages to connect through online or increase the distance to connection  it will be betterMy overall rating      My suggestion  good buy I bought it for      on nov         Hope this help   
Smartdevices,5,OR,     out of    MI band   is better than I imagined as my first Smart  watch  device   I can only say I am not living without one anymore   It helps you a lot by giving some important feedback   That one would assume is not possible to     with such a small equipment   For example  the sleep analysis available is mind blowing the bandwidth   it is absurd that I was sleeping badly even though I still have enough hours a day  around   hours     I have begin to change some of these activities to help fix it and I can feel the difference already feeling less sleepy during daytime heart rate increases base sleep analysis app notification   You can select which once you receive from   You can even connected with Google fit to count your works to other app like Pokemon go not to mention the battery life of this thing   It is as a box says I am using with a lot of better consuming features on and Still last for more than two weeks   I feel like all those people praising Xiaomi right if there is anything like this smart band  I am recommending this for my friends and family worth your money so far  Not enough to not give   stars 
Smartdevices,5,OR,  Pros   Brightness is good even outdoor you can see clearly    Battery life is good  After      charged used for   hrs but still showing         Like the feature of Lock screen for band display    No latency to control music on band    Light weight Cons   although no as such  may be for someone    Mi should reduce bezel size    Band strip is not aligned to capsule    Events should be created on band itself  we have to use app to create    No badminton mode    I was unable to change date format as it showing MM DD  But I like it to be DD MM 
Smartdevices,1,CG,  its counts when we ride bike also After using for    days my observationis  its sleep tracker shows all wrong information  its waste product with all wrong info   if you are looking for smart watch do not buy this Changed rating from   star to   star after    days usage 
Smartdevices,1,CG,  Worst accuracy in step count and cycling  distance  so far For a distance of over   km cycling  band    recorded hardly anything  Have no proof regarding step count but I can say it is over calculating my movements as actual steps No refunds Only replacement 
Smartdevices,3,OR,  I purchased on first sell  This band is really improved compared to band   After someday of usage I found that day sleep is calculating wrong  I raised this issue multiple time  even sent mail  went service center but still same  No one is fixing this Service center do not know how to fix So guy s check this issue within   days else you can replace from seller if any issues is there 
Smartdevices,1,OR,  Please do not but this smart band or should I say just a piece of rubber with a screen on it it is not at all accurate reached       steps just by sitting on my couch heart rate is    while I am working out and     while I am relaxed are you serious Conclusion   if you are buying this just for its looks then go for it but do not even consider if you are into any kind of sports or want activity tracking 
Smartdevices,4,OR,  This product is overall okay and nothing more than this so its not a dramatically good in this price point  I think MI had to do some more work on accuracy point of view because that part of band is more essential than other  these is the MI fifth version of band  but accuracy like this is not too valuable for buyers its also lacks spo  feature in      that is also a part that MI had to done some work 
Smartdevices,5,CG,  Best among all fitnesses bandJust for mi band without any doubt Light weight  touch feel is good  water proof Good sensor   flexibleI will recommendNo negative points hence i am give   star
Smartdevices,1,OR,  Fine in the beginning  battery backup of    days with heavy usage and accuracy is above     which is not a big deal for me Then issues started popping up after one and half month  Mi Fit will not sync workouts sometimes  heart monitor is brokeHeart Rate will not go above     bpm during High Intense workout which I usually get above     bpm and this in turn makes low calories count  MAKES ME UNMOTIVATED  Heart rate would go above    bpm when I am relaxed and watching a movie  And this is messing with my PAI score  Tried all kinds of troubleshooting like resetting band  updating firmware  drained battery and tested again  Looks like heart monitor sensor itself is broke  I even looked in reddit for solution  and I am not the only one facing this issue  there were like hundreds of them facing this issue 
Smartdevices,5,OR,  After   days of usage all I can say is it is value for money band  Here are the reasons    Sleep assistant is really awsome  It accurately calculates naps and sleep  Its accuracy is almost        Its timer  alarm  watchfaces  display  battery backup is really great So I am totally satisfied with this watch and its quality  I will highly recommend this watch 
Smartdevices,5,OR,  I bought too early now the cost is less  sleep tracking is awsm   helpful to me   nap tracking is working awsm  spo  is not there well it is not a big issue  as there is no inbuilt gps steps counting is not that accurate  most awsm thing is music control   camera action I am loving it   
Smartdevices,5,CG,  Superb Quality product    Very good features    Worth purchasing for       less     instant discount  this price   Seems there is a small dead inactive pixel on the screen visible only on the lock screen    so going to replace it    Apart from that Mi Band qualities are always superb
Smartdevices,1,CG,  I do not know but its accuracy is very less as compared to honor band   or mi band    Sleep tracking is average while steps counter is too poor   When i walk only     steps   it counts       I do not know what is the problem 
Smartdevices,5,OR,  I had been using for about two weeks here is the discription    Sleep tracking information in the app is not  that much as honar band   but it does the job    Spo  is not there   The passcode lock feature in mi band   is not there in     there are about    watch faces  but still we can use  rd party apps      hrs heart rate monitor is accurate and I love it    We can even moniter our stress when we are relaxed automatically    The battery backup is also good    days but if you use   hrs heart rate monitoring and   hrs stress monitor is on it might run of quickly but still good 
Smartdevices,4,CG,  After a week long use  battery is consistent as advertised  Tracking on other hand is a situation one of its kind  Sleep tracking is colorful if not anything else  Be prepared for deep imprints of watch on your skin  especially that  cm from wrist necessity is going to tighten things literally 
Smartdevices,4,CG,  Not that much of a great product  I do not think it is very accurate  may be nearly    to     If we wear the item and just lifting hands and taking back  It account to be   stepAnyways it is an okay okay item  Pretty good   Overall a nice and useful one 
Smartdevices,5,OR,  The band look is very premium the band looks r very funky and the    modes given work perfectly  The band has a very beautiful display and the app mifit gives you easy access to everything I would say the band is very user friendly   I was confused in buying this or honor band   see both have their pro s and con s you can go for this band if you want a better screen and best looks and in it we can change band straps  it is not so accurate for heart rate  If you want more of a fitness band you must go for honor band   but if you e okay if the heart rate and sleep tracking is    percent accurate then I would suggest you to go this band but if you are more of a fitness freak you must go for honor band  
Smartdevices,4,OR,  It has been   days of usage and the battery is still at     on a single full charge  Well  the first couple of days it took me time to understand the usage pattern so it drained a lot of charge from it  I think I can use a couple of days more before i need to plugin to charge  Well the battery life is excellent  Xiaomi could have given the same or larger battery than Band    In this case they reduced it  We could have got a better battery life Well  navigating through the band interface is seamless  Quite smooth but will not say it to be the smoothest  Amoled display looks awesome  Other functionalities are good  Coming to the workout detection and accuracy  the band works good on detecting basics like walking  running  cycling but I felt the band is not perfectly accurate while working out  Accuracy can always be improved by the company if the market demands  More efficient watch faces required  Hope some OTA upgrades will resolve such issues  Otherwise the band is worth it 
Smartdevices,4,OR,  A good daily use band accurate step monitoring   big and bright display   stress monitor      workout mode   innovative strap material which holds firmly even after pin is unlockedCons    battery backup is less compared to previous version
Smartdevices,5,OR,  I used this product to track my sleep as well as to monitor my workout  Although it is not always accurate  the watch is really good  It is very easy to use  What I did dislike however is the mobile app  it can be made better  One time  whilst charging  the watch did vibrate a lot out of nowhere  It kept vibrating so I had to factory reset  The reason is still unknown to me but the other functions were not damaged and more importantly the battery life is still intact  One major update I would want is to update the watch functions to multitask  By that  I mean when I go out for a job  changing music while in the background it is still tracking my calorie burner and step counter  I do not want to lose my tracking because I wanted to change one song 
Smartdevices,3,OR,  Good for mobile notifications and connectivity and overall  but for heartrate one can never rely on these products as they are not fool proof and at times not consistent  also it is expensive then honor band It should have offered a little more for Rs      
Smartdevices,5,OR,  I bought this watch to track my steps and calories burnt  I think it does a great job  I cannot check the calories burnt while doing cardio and strength training but I did not buy it to check that  The battery life is incredible  I mean  I got this delivered on   th oct and put it to charge today  that is  th November     days of battery life is amazing  I wore it all the time  I tracked sleep for a few days and did not after that since I do not want to depend on devices too much  I was shocked to see how less I sleep  I also used stopwatch while exercising  While running I checked my heart rate too  It starts vibrating if your heart rate is too high  that is good If your requirement is like mine  you should definitely go for it  Hope this helped    
Smartdevices,5,OR,  This  review is made after usage of a week  MI BAND   is a great band in budget  This band gives accurate reading of many modes like sleep tracking several workout modes  heart rate counter  stress measuring etc  It  also has a great PAI feature which gives you an overall score of your fitness  Its MIFIT APP also has tons of features  Its AMOLED screen is also great  Its magnetic charger is also a fantastic way of charging as we do not have to remove band from strap every time to charge But its sleep tracking feature shows sometimes inaccurate data and On its back  an outward bump in which the sensors for heart rate counting is there which gives a little bit uncomfortable feeling when band is weared for a long time  But these are not big problems At last  i want to say that this is a great band worth buying under       Go for it 
Smartdevices,5,CG,  Using it for last one week  really awesome and best health monitor  Sleep monitor is nearly accurate  Heart beat rate and stress monitor not sure how it works  There is a difference in oxygen meter reading and band reading for heartbeat rate  Over all good band at this cost 
Smartdevices,5,CG,  I bought this after checking too much checking the reviews in Youtube  GSM  Amazon  Many will say One plus  please do not go  bit small and light but MI will be look good and awesome  i checked in showroom Most them do not say this  Only MI band   can pair with Iphone not One plus or other leading brands  
